,gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS
TCHH,0.009715954768793705,0.0023736148481273297,-0.0073285228171843415,-0.005186583024796708,0.0,-0.005894420651771421,-0.0011548297232326643,0.0,0.0,-0.003521903582103492,-0.0006454734043926449,-0.0011250992015493268,-0.016097471968728835,-0.02664294197699315,-0.012921913645195671,-0.004377881313844919,-0.00025028583989565763,-0.004818202953192786,-0.006572634383474992,-0.006703385704624865,0.0,0.0,-0.0053311936282694344,-0.001252423533267863,0.0
TENM2,0.014642179811973795,0.002803770137002398,-0.0068468016572988885,-0.006210727120995123,0.0018958710949999666,-0.005213514087148739,-0.000977329462757177,0.0,0.0,0.003465993139130888,0.004972811267573221,0.0014859783312716028,-0.02619663177429407,-0.047265760200863205,-0.015725713937500982,-0.004681752824596992,-0.001674837106804418,-0.005701177387726523,-0.0037396810001890657,0.0013800946117463742,0.0,0.0,-0.005361110508055905,-0.0011682114420172723,0.0
TEX13A,-0.006900676606766437,-0.010068672767224625,-0.006873633976828435,-0.005689906789124398,0.0014613129796258537,-0.006631595046082192,-0.0012410922498343954,0.0,0.0,0.0016202475208851484,0.0,0.0,-0.01630960125412667,-0.016532657053813682,-0.010842408796160882,0.0009091736887278292,-0.0009182925769660975,-0.00529757305121429,-0.009813362685616316,-0.003126743027558898,0.0,0.0,-0.00537980215219383,-0.0008622186532301623,0.0
TFAP2B,-0.012600466055901165,0.004293256017732276,-0.008782366264912179,-0.005106573338928508,0.0026108705850590897,-0.005888408663187296,-0.0007074745161627484,0.0,0.0,-0.008211637155154425,0.004812432659289184,0.0013163745663790033,-0.015692385220568456,-0.02952702385120549,-0.03626423473183056,0.007058970468170169,0.0046496382289356215,-0.007377234446172724,0.04792165453615394,0.03668837706357666,0.0,0.0,-0.004233194749752478,-0.0012676014385462203,0.0
TG,0.007864374002406582,-0.012138569752140886,-0.006664078324524061,-0.005706071464059374,-0.0009470436808137403,-0.0059044501244891225,-0.0009191950478001226,0.0,0.0,0.0012087125455944227,0.00132816599917214,-0.0007906970423752829,-0.018463275904255966,-0.019575536607035926,-0.01227897972330598,-0.00575170778165536,-0.0006112282099782207,-0.005101823075540614,-0.01001504140093036,-0.0017479818170239303,0.0,0.0,-0.005036207331404738,-0.0012468677573419518,0.0
TGM4,-0.005036801710667629,0.0020855802948582525,-0.006944160506593695,-0.004677176424322367,-0.0009251767684903493,-0.006549792205370898,-0.0007609315994881218,0.0,0.0,-0.0018771175180836916,0.0011848185403601913,-0.002577359694424984,-0.018922218485588664,-0.019921030636777467,-0.011558528507927669,0.0014790498924585546,0.0009483404305446492,-0.002946621024236937,-0.009214500666977085,-0.009719970483908963,0.0,0.0,-0.005303817918157636,-0.0012600875047079768,0.0
TH,-0.005459767810893572,-0.010810828863174624,-0.007466881722365898,-0.004946342616608243,0.0,-0.005819593421335784,-0.0010135412691910928,0.0,0.0,0.0,-0.0005219919928095423,-0.0022038755969598853,-0.012695852213885056,-0.015373726137765178,-0.009842261864819679,-0.002420796106418488,0.0,-0.004388637751853941,-0.009891531812911275,-0.0037531702285679217,0.0,0.0,-0.004781583781868909,-0.0011071193060734064,0.0
THBS2,0.004315934872600256,0.003971496211947943,-0.008109993871193015,-0.005973503667024335,0.0019344963990529773,-0.005758127735598369,-0.0011272423191087903,0.0,0.0,-0.0019317803475502014,-0.0004136254983897192,0.00320031888589202,-0.02152252501230461,-0.0446574201050839,-0.009836790971613423,0.0026959609912620176,-0.0007911867553694815,0.021061737465067638,-0.0018458707254241508,-0.003459898797104788,0.0,0.0,-0.005067135168687634,-0.0006109177774443475,0.0
THBS3,0.0038680699156685653,0.007179120494344139,-0.008540168114311568,-0.006734833545631907,0.0,-0.00533754789781158,-0.0022929078255938783,0.0,0.0,-0.013970717969628739,-0.011872617421171645,-0.008606072160304516,0.04249315597457202,0.025115328171305892,0.008691229145515558,-0.013734320675050433,0.0,0.0,-0.028498526129608223,-0.019155194744033155,0.0,0.0,-0.008260154144319059,-0.0009365836666820754,0.0
THSD1,0.0020951296971107713,0.0021977280001023967,-0.008821883683950035,-0.005118154094125091,-0.0002312158909396761,-0.005958914858286686,-0.001018381683995354,0.0,0.0,-0.0005595491154264665,0.0010491344551602326,-0.003035560983843311,-0.02008471035412872,-0.023122552015635692,-0.009895753791083027,-0.0046757112876188965,0.0,-0.0032027042927904002,-0.007641407590899686,-0.0051674417153238505,0.0,0.0,-0.005640688618992834,-0.0012839122918837792,0.0
THSD4,0.002763256134609678,-0.004424332139072333,-0.008761601199297716,-0.005647541391592528,0.0021256138275847006,-0.0064847641077241044,-0.0009022157503778133,0.0,0.0,0.0,-0.0019230110207135928,0.0007154149386348792,-0.016700128941717685,-0.01828169079541147,-0.010149695445262799,-0.003717103178539731,-0.00020471913312297002,-0.005092234861272291,-0.01015915874771383,-0.005965820552663134,0.0,0.0,-0.0037986872408799083,-0.0011271781310650958,0.0
TLN2,0.02618635944503274,0.005371051275918207,-0.006287819874501865,-0.0051101850887452244,0.0023114077829265185,-0.00548383807578081,-0.00093022154774233,0.0,0.0,0.0035628241689474906,0.0,-0.009216679128376102,-0.006849948343827523,-0.005218238349284589,0.018731597362056374,-0.009043464872016871,0.0037530182166525755,-0.009691722974135423,-0.00970010106581136,-0.021632407795407524,0.0,0.0,-0.005636930642643603,-0.0009455363240965103,0.0
TMC2,0.001204633457351268,0.001920168311675085,-0.006809931591747223,-0.005364526358332858,-0.001098889456763015,-0.006292920243292501,-0.0011518153324979116,0.0,0.0,-0.0004601565449992226,-0.00020592730357756918,-0.0019008327187468223,-0.017408821603296265,-0.020302602087319505,-0.010087844005092429,-0.005182114201713307,0.0,-0.007349314286416737,-0.008264559122884233,-0.007108097199892735,0.0,0.0,-0.005666337048929798,-0.0009676151610267247,0.0
