"",gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS
A1CF,-0.01824209983108458,0.0007485920435379781,-0.0019580854778739197,0.0,0.0,-0.0014449318479731812,-0.0006820684567219876,-0.0014330277964253804,-0.00021197375573441674,0.004934255587439922,0.002681443374843793,-0.010244503184676693,-0.012764165420193874,-0.03249125945177018,0.004298551862077324,-0.003995087956391738,-0.008297144113153875,-0.008241116762033623,0.01310327606975458,0.002062040239459217,0.0038552883674316733,0.0,-0.0015185097856113235,-0.0015531559366926127,-0.0009131359500253178
ABI1,-0.031054923060338906,-0.002617681164165893,-0.004117617310615447,-0.0006399032397613365,0.0,-0.0016103671131100575,-0.0019636206024485,-0.0024862540010090407,-0.00012609695182400071,-0.005354119081762372,-0.0009295096105613256,-0.002334151483403123,-0.0022054356721339166,0.02431730218577705,-0.011873837381743822,-0.012340125645446634,0.0025687089969997426,-0.009395052707854838,0.002183533961335624,-0.0013244673740718945,-0.0005428650424953163,-0.0007995172437632106,-0.01523335762104574,-0.002303736124035685,-0.002838010608625263
ABL1,0.11422039167776347,0.008824530223577542,0.0008573748791264603,0.0,0.019466714159179832,0.0,0.0,0.0,0.0,-0.012826943462610985,0.008959021409243706,0.010754831747339322,0.21900506854062607,0.23963806233417986,0.04738244171170264,0.010237649514539092,0.011059523717509291,0.008724700201646174,0.033562320592818114,0.005794971615014632,0.0,0.0,-0.006331487071736752,-0.004135989971736921,0.0
ABL2,0.07582641603286391,-0.00656267353041301,0.031265465922908575,0.0,0.005389836018322658,-0.003693643253181861,0.0,-0.004251977791813244,0.0,0.0015923030578218755,0.0,-0.02678775971825295,0.0353096124019448,0.100436025277583,0.00438510822960575,0.0,0.004242746248579982,0.105828752877589,-0.010531887793894024,-0.007969427875768431,0.0,0.0,0.0,0.0,0.0
ACSL6,-0.010805864172229077,-0.0016530050532525195,0.006736380859187909,0.0,-0.0035641868509027202,-0.001507010750411611,-0.0006993596632077563,-0.0012473028324479429,0.0,-0.001237191860258259,0.0,-0.004077791367665756,-0.041215467720905216,-0.04470110475980132,-0.008288158682556446,0.002262056851551772,0.003209541215832494,0.002542620447209945,0.002246366135375398,0.00276450935497008,0.0,-0.0005665540417974582,-0.008918673573670273,-0.0017830824249517735,-0.0010892535776019366
ACVR1,-0.04948597785327437,-0.0023803064069575306,-0.012936645670501656,-0.0005701139880062088,0.005398319702323712,-0.001513362448011167,-0.0042163202475156685,-0.002366964270147653,0.0008615179954631207,0.033918474279606016,0.010547741078586527,-0.02017367741197266,0.10673432571683564,0.05103806526188032,-0.002651802783559625,-0.024990030941347705,-0.0022590159125153424,-0.01747500859839639,-0.013488036828365477,-0.009436056794029014,-0.0005800270643244836,-0.0023071531724517275,-0.016187664851317285,-0.0036115722624087587,-0.0031040961399822447
ACVR2A,-0.027521054814045653,-0.002203058634222856,-0.003839849590710647,-0.0008177008125105426,-0.0014878118238805876,-0.0016415569609931765,-0.0010051117904708654,-0.0019220880833823173,-0.00016609686105215069,0.0078655428615974,-0.002700547194888818,-0.010685230438168852,-0.00800329575717651,0.013720992420105596,-0.011404212569463923,-0.011265211249244407,0.002336496075617138,-0.00500537692603141,0.005118397064217031,-0.0017080449729781901,-0.0007035576747062081,-0.0008304473733316622,-0.012068051539399405,-0.0019262113422820746,-0.0015865873372722385
AFF3,0.01326913337011295,-0.0005536580487329329,-0.0020390822487077053,-0.0006521815133024161,-0.0006341290969186925,-0.0006351272167095108,-0.000835802703497257,-0.0009176298739310973,0.0,-0.0027771395257644997,0.0,-0.008508000451331772,-0.04511223544732992,-0.06568560120648814,-0.005732306745533558,0.0057409733063703075,-0.002827534776096395,0.002115876352154232,0.0031219296622999877,-0.002264272971267807,-0.00037122689446266594,-0.0008978161176727563,0.001436209861765278,-0.0011192073789121904,-0.0010708456607187858
AFF4,0.05588199758166769,-0.009173662066886136,-0.004605862360751854,-0.0010224406129993313,-0.0015760400461029278,-0.0008535317588439227,-0.0011983664167817337,-0.0037097889299450852,0.0,-0.015928685179025598,-0.005325653924088679,0.07836522268988183,0.010078306363605431,0.05712178437929472,0.027775272205896626,-0.01815239841589521,0.0008259648006368887,-0.0011675860131259016,0.0013788709606607358,0.008627372679354567,-0.0005628784862772852,0.0,-0.014199868124222496,-0.0020216373904786977,-0.002506067260248962
AKAP9,0.10663806022145422,0.004390695782824639,0.0009213187207770812,0.0010506484330655153,0.013672840729179542,0.0,0.04812903923600198,-0.003339923166965908,-0.0016940929179731226,-0.0049128998565121105,0.018607839128526562,-0.013875573842996649,0.04260175772432037,0.12647716734727765,0.011319466168199592,0.0034346307661507203,0.0,-0.010920016812881269,0.013782174506718895,0.007775376626799556,0.002713184580905914,0.0007212773599071798,-0.005915414084816328,0.12324303159534328,-0.0017702635699827773
AKT1,-0.010351693448682529,0.005534636054928488,0.0,0.0012736751813874905,0.019339796218018623,0.001654455114839526,-0.0023619626522912718,-0.006547556633418994,0.0010461146245761,-0.02416951402255624,0.02531981361209368,0.02455787848092633,0.18616893569559484,0.2159249602528572,0.07932882797494956,0.02562348594980629,0.008705214314008058,0.009594398576378449,0.024455342219523224,0.02775743281173665,0.031038223573018112,0.0,0.004419119711734587,-0.0029367059915627602,0.001961161343173479
