,gene,transcript,protein_change,score,pvalue,qvalue,info
407,IGF2R,.,.,.,2.166194866308711,0.30290100000000003,.
408,CHEK2,.,.,.,2.1652618623350812,0.30290100000000003,.
409,ZNF816,.,.,.,2.164659795012748,0.30290100000000003,.
410,KRT17,.,.,.,2.1634935315612314,0.30290100000000003,.
411,MRPS15,.,.,.,2.1622988996854713,0.30290100000000003,.
412,KAT6B,.,.,.,2.1617215945317856,0.30290100000000003,.
413,KLHDC2,.,.,.,2.157328553408257,0.3052414,.
414,ARL13A,.,.,.,2.1550866364423413,0.3060819,.
415,KLK6,.,.,.,2.1473017550397304,0.3105693,.
416,VPS8,.,.,.,2.146449254409157,0.3105693,.
417,PTPN4,.,.,.,2.144977689955794,0.3105693,.
418,C17orf62,.,.,.,2.1445997615972763,0.3105693,.
419,IQSEC2,.,.,.,2.1419569881998015,0.311721,.
420,MB21D2,.,.,.,2.129182833694866,0.32026350000000003,.
421,PDE1A,.,.,.,2.1268701342931364,0.3212105,.
422,GDI2,.,.,.,2.1135800085459016,0.33030909999999997,.
423,EIF4ENIF1,.,.,.,2.112685967826718,0.33030909999999997,.
424,TM6SF1,.,.,.,2.1086278175261186,0.3326255,.
425,IGSF6,.,.,.,2.1048042745751148,0.3347792,.
426,METTL3,.,.,.,2.1019902385184133,0.3354144,.
427,AC007040.11,.,.,.,2.101946904407976,0.3354144,.
428,ABCG4,.,.,.,2.099074329175689,0.3368532,.
429,GLRA1,.,.,.,2.091812708912331,0.3396192,.
430,TBR1,.,.,.,2.090985089934022,0.3396192,.
431,ZMYM4,.,.,.,2.0887658236332416,0.3396192,.
432,ADAMTS12,.,.,.,2.0885479168967347,0.3396192,.
433,ARRDC3,.,.,.,2.088175688391003,0.3396192,.
434,FLNB,.,.,.,2.087693165977892,0.3396192,.
435,CPN1,.,.,.,2.08754576165174,0.3396192,.
436,ACCSL,.,.,.,2.0874986389555525,0.3396192,.
437,TMEM102,.,.,.,2.081099900181754,0.3438732,.
438,TCF20,.,.,.,2.0742692895130572,0.3479216,.
439,CLDN16,.,.,.,2.0740382424142787,0.3479216,.
440,DLEC1,.,.,.,2.0702740089332927,0.3497945,.
441,ARHGAP21,.,.,.,2.069737064442528,0.3497945,.
442,MVK,.,.,.,2.0682447343533648,0.35020619999999997,.
443,SSTR4,.,.,.,2.0636653403814114,0.35312140000000003,.
444,FAM169A,.,.,.,2.058916762182145,0.3562013,.
445,ITIH3,.,.,.,2.0513880281859267,0.36161750000000004,.
446,CD93,.,.,.,2.047428294676353,0.3636492,.
