gene	Total SNV Mutations	SNVs Unmapped to Ref Tx	inactivating count	inactivating p-value	inactivating BH q-value
KIF1C	1	0	0	1.0	1.0
KLHL10	2	0	0	1.0	1.0
KPNA2	1	0	0	1.0	1.0
KRBA2	1	0	0	1.0	1.0
KRT12	1	0	0	1.0	1.0
KRT13	1	0	0	1.0	1.0
KRT15	1	0	0	1.0	1.0
KRT16	1	0	0	1.0	1.0
KRT27	1	0	0	1.0	1.0
PMS1	1	0	0	1.0	1.0
ERAL1	1	0	0	1.0	1.0
ENPP7	1	0	0	1.0	1.0
C17orf53	2	0	0	1.0	1.0
C17orf75	2	0	0	1.0	1.0
C17orf80	1	0	0	1.0	1.0
C17orf98	1	0	0	1.0	1.0
C17orf99	1	0	0	1.0	1.0
CACNA1G	1	0	0	1.0	1.0
CACNB1	2	0	0	1.0	1.0
CAMKK1	1	0	0	1.0	1.0
C17orf47	1	0	0	1.0	1.0
CAMTA2	2	0	0	1.0	1.0
CBX1	2	0	0	1.0	1.0
CBX4	1	0	0	1.0	1.0
CBX8	1	0	0	1.0	1.0
CCDC144A	1	0	0	1.0	1.0
CCDC40	4	0	0	1.0	1.0
CCDC42	1	0	0	1.0	1.0
CCDC47	1	0	0	1.0	1.0
CCDC57	1	1	0	1.0	1.0
CASKIN2	1	0	0	1.0	1.0
C17orf104	1	0	0	1.0	1.0
BZRAP1	2	0	0	1.0	1.0
BRIP1	2	0	0	1.0	1.0
AMZ2	1	0	0	1.0	1.0
ANKFN1	1	0	0	1.0	1.0
AOC2	2	0	0	1.0	1.0
AOC3	1	0	0	1.0	1.0
AP2B1	1	0	0	1.0	1.0
APOH	3	0	0	1.0	1.0
ARHGAP23	2	0	0	1.0	1.0
ARSG	1	0	0	1.0	1.0
ASB16	1	0	0	1.0	1.0
ASGR2	1	0	0	1.0	1.0
ASPSCR1	2	0	0	1.0	1.0
ATAD5	1	0	0	1.0	1.0
ATP2A3	2	0	0	1.0	1.0
ATP6V0A1	1	0	0	1.0	1.0
AXIN2	2	0	0	1.0	1.0
BAIAP2	1	0	0	1.0	1.0
BCAS3	2	0	0	1.0	1.0
BLMH	1	0	0	1.0	1.0
BPTF	3	0	0	1.0	1.0
CCR7	1	0	0	1.0	1.0
CCT6B	1	0	0	1.0	1.0
CD300A	1	0	0	1.0	1.0
CD300C	1	0	0	1.0	1.0
DCAF7	2	0	0	1.0	1.0
DCAKD	1	0	0	1.0	1.0
DDX42	1	0	0	1.0	1.0
DERL2	1	0	0	1.0	1.0
DGKE	1	0	0	1.0	1.0
DHRS7C	1	0	0	1.0	1.0
DHX33	1	0	0	1.0	1.0
DHX40	1	0	0	1.0	1.0
DHX8	2	0	0	1.0	1.0
DLX3	1	0	0	1.0	1.0
DNAH17	7	0	0	1.0	1.0
DNAH2	5	0	0	1.0	1.0
DNAI2	1	0	0	1.0	1.0
DUSP14	1	0	0	1.0	1.0
DVL2	1	0	0	1.0	1.0
EFCAB13	1	0	0	1.0	1.0
EFCAB5	5	0	0	1.0	1.0
EFTUD2	1	0	0	1.0	1.0
EIF4A3	2	0	0	1.0	1.0
CWC25	2	0	0	1.0	1.0
EPN2	3	0	0	1.0	1.0
CTDNEP1	1	0	0	1.0	1.0
CSHL1	1	0	0	1.0	1.0
CD300E	2	0	0	1.0	1.0
CD300LB	1	0	0	1.0	1.0
CD300LG	1	0	0	1.0	1.0
CD79B	1	0	0	1.0	1.0
CDK3	1	0	0	1.0	1.0
CEP112	1	0	0	1.0	1.0
CEP95	3	0	0	1.0	1.0
CHAD	2	0	0	1.0	1.0
CHRNE	1	0	0	1.0	1.0
CLDN7	1	0	0	1.0	1.0
CLTC	3	0	0	1.0	1.0
CNP	2	0	0	1.0	1.0
CNTNAP1	1	0	0	1.0	1.0
COASY	1	0	0	1.0	1.0
COG1	1	0	0	1.0	1.0
COIL	1	0	0	1.0	1.0
COL1A1	1	0	0	1.0	1.0
CPSF4L	1	0	0	1.0	1.0
CRHR1	1	0	0	1.0	1.0
CTC1	1	0	0	1.0	1.0
PLEKHH2	4	0	0	1.0	1.0
PLEKHA3	1	0	0	1.0	1.0
PLA2R1	1	0	0	1.0	1.0
APOB	5	0	0	1.0	1.0
ARHGAP25	1	0	0	1.0	1.0
ARPC2	1	0	0	1.0	1.0
ASAP2	2	0	0	1.0	1.0
ASB3	1	0	0	1.0	1.0
ASNSD1	2	0	0	1.0	1.0
ATG16L1	1	0	0	1.0	1.0
ATG4B	1	0	0	1.0	1.0
ANXA4	1	0	0	1.0	1.0
ATIC	1	0	0	1.0	1.0
AUP1	1	0	0	1.0	1.0
B3GNT2	1	0	0	1.0	1.0
B3GNT7	2	0	0	1.0	1.0
BAZ2B	3	0	0	1.0	1.0
BCL11A	1	0	0	1.0	1.0
BMPR2	1	0	0	1.0	1.0
BRE	1	0	0	1.0	1.0
BUB1	1	0	0	1.0	1.0
ATP6V1B1	1	0	0	1.0	1.0
ANTXR1	1	0	0	1.0	1.0
ANKRD39	1	0	0	1.0	1.0
ANKRD36C	2	0	0	1.0	1.0
ACTR2	1	0	0	1.0	1.0
ACVR1C	2	0	0	1.0	1.0
ACVR2A	2	0	0	1.0	1.0
ADAM17	2	0	0	1.0	1.0
ADAM23	2	0	0	1.0	1.0
ADD2	1	0	0	1.0	1.0
AFF3	3	0	0	1.0	1.0
AFTPH	1	0	0	1.0	1.0
AGPS	1	0	0	1.0	1.0
AGXT	1	0	0	1.0	1.0
ALLC	1	0	0	1.0	1.0
ALMS1	6	0	0	1.0	1.0
ALS2	1	0	0	1.0	1.0
ALS2CR11	2	0	0	1.0	1.0
ANAPC1	2	0	0	1.0	1.0
ANKMY1	2	0	0	1.0	1.0
ANKRD23	1	0	0	1.0	1.0
ANKRD30BL	1	0	0	1.0	1.0
ANKRD36	2	0	0	1.0	1.0
BZW1	1	0	0	1.0	1.0
C2orf27A	1	0	0	1.0	1.0
C2orf40	1	0	0	1.0	1.0
C2orf44	2	0	0	1.0	1.0
CFLAR	1	0	0	1.0	1.0
CHCHD5	1	0	0	1.0	1.0
CHPF	1	0	0	1.0	1.0
CHST10	1	0	0	1.0	1.0
CIB4	2	0	0	1.0	1.0
CIR1	1	0	0	1.0	1.0
CKAP2L	1	0	0	1.0	1.0
CLASP1	2	0	0	1.0	1.0
CLEC4F	1	0	0	1.0	1.0
CLHC1	1	0	0	1.0	1.0
CNNM4	1	0	0	1.0	1.0
CNOT11	2	0	0	1.0	1.0
COBLL1	4	0	0	1.0	1.0
COL4A4	1	0	0	1.0	1.0
COL5A2	2	0	0	1.0	1.0
COL6A3	5	0	0	1.0	1.0
COLEC11	1	0	0	1.0	1.0
COPS8	1	0	0	1.0	1.0
CTNNA2	2	0	0	1.0	1.0
CEP68	3	0	0	1.0	1.0
ACSL3	1	0	0	1.0	1.0
CEBPZ	2	0	0	1.0	1.0
CDCA7	1	0	0	1.0	1.0
C2orf49	1	0	0	1.0	1.0
C2orf78	1	0	0	1.0	1.0
C2orf81	1	0	0	1.0	1.0
C2orf88	2	0	0	1.0	1.0
CACNB4	2	0	0	1.0	1.0
CAD	2	0	0	1.0	1.0
CAPN10	1	0	0	1.0	1.0
CASP10	1	0	0	1.0	1.0
CASP8	1	0	0	1.0	1.0
CCDC108	2	0	0	1.0	1.0
CCDC138	1	0	0	1.0	1.0
CCDC142	1	0	0	1.0	1.0
CCDC148	2	0	0	1.0	1.0
CCDC150	2	0	0	1.0	1.0
CCDC173	1	0	0	1.0	1.0
CCDC88A	4	0	0	1.0	1.0
CCNT2	1	0	0	1.0	1.0
CD207	1	0	0	1.0	1.0
CD28	1	0	0	1.0	1.0
CDK5R2	1	0	0	1.0	1.0
CUL3	2	0	0	1.0	1.0
ABI2	1	0	0	1.0	1.0
ABCA12	2	0	0	1.0	1.0
SLC22A10	1	0	0	1.0	1.0
SLC22A12	1	0	0	1.0	1.0
SLC22A25	1	0	0	1.0	1.0
SLC22A6	4	0	0	1.0	1.0
SLC22A9	1	0	0	1.0	1.0
SLC35C1	1	0	0	1.0	1.0
SLC37A4	1	0	0	1.0	1.0
SLC3A2	1	0	0	1.0	1.0
SLC17A6	2	0	0	1.0	1.0
SLC6A5	3	0	0	1.0	1.0
SMPD1	1	0	0	1.0	1.0
SORL1	4	0	0	1.0	1.0
SPCS2	1	0	0	1.0	1.0
SPTBN2	4	0	0	1.0	1.0
SSRP1	1	0	0	1.0	1.0
SSSCA1	1	0	0	1.0	1.0
ST14	1	0	0	1.0	1.0
STK33	1	0	0	1.0	1.0
SLCO2B1	1	0	0	1.0	1.0
SLC15A3	5	0	0	1.0	1.0
SIK3	1	0	0	1.0	1.0
SIK2	4	0	0	1.0	1.0
RAG1	1	0	0	1.0	1.0
RAPSN	1	0	0	1.0	1.0
RASGRP2	1	0	0	1.0	1.0
RCOR2	1	0	0	1.0	1.0
REXO2	1	0	0	1.0	1.0
RNF121	1	0	0	1.0	1.0
RNF169	1	0	0	1.0	1.0
RNF214	1	0	0	1.0	1.0
RNH1	2	0	0	1.0	1.0
RPS13	1	0	0	1.0	1.0
RTN3	1	0	0	1.0	1.0
SCN3B	1	0	0	1.0	1.0
SCYL1	1	0	0	1.0	1.0
SDHD	1	0	0	1.0	1.0
SERPING1	2	0	0	1.0	1.0
SF3B2	3	0	0	1.0	1.0
SHANK2	1	0	0	1.0	1.0
SIAE	1	0	0	1.0	1.0
SIDT2	1	0	0	1.0	1.0
SYT12	3	0	0	1.0	1.0
SYT7	1	0	0	1.0	1.0
TALDO1	2	0	0	1.0	1.0
TCN1	1	0	0	1.0	1.0
UBQLNL	1	0	0	1.0	1.0
USP28	1	0	0	1.0	1.0
VPS11	1	0	0	1.0	1.0
VPS51	1	0	0	1.0	1.0
VSIG2	1	0	0	1.0	1.0
VWA5A	2	0	0	1.0	1.0
VWCE	1	0	0	1.0	1.0
WEE1	1	0	0	1.0	1.0
WT1	1	0	0	1.0	1.0
XRRA1	2	0	0	1.0	1.0
YAP1	2	0	0	1.0	1.0
ZDHHC13	3	0	0	1.0	1.0
ZDHHC5	1	0	0	1.0	1.0
ZFP91	1	0	0	1.0	1.0
ZFPL1	1	0	0	1.0	1.0
ZNF143	2	0	0	1.0	1.0
ZNF214	1	0	0	1.0	1.0
ZNF215	1	0	0	1.0	1.0
AAK1	1	0	0	1.0	1.0
UBE4A	1	0	0	1.0	1.0
ABCG8	2	0	0	1.0	1.0
TUT1	1	0	0	1.0	1.0
TRPM5	1	0	0	1.0	1.0
TCP11L1	1	0	0	1.0	1.0
TECTA	2	0	0	1.0	1.0
TENM4	2	0	0	1.0	1.0
TH	1	0	0	1.0	1.0
THY1	1	0	0	1.0	1.0
THYN1	1	0	0	1.0	1.0
TMEM123	1	0	0	1.0	1.0
TMEM132A	1	0	0	1.0	1.0
TMEM133	1	0	0	1.0	1.0
TMEM45B	1	0	0	1.0	1.0
TMEM86A	1	0	0	1.0	1.0
TMPRSS13	2	0	0	1.0	1.0
TRAF6	1	0	0	1.0	1.0
TRIM21	1	0	0	1.0	1.0
TRIM3	1	0	0	1.0	1.0
TRIM34	1	0	0	1.0	1.0
TRIM5	2	0	0	1.0	1.0
TRIM51	3	0	0	1.0	1.0
TRIM6	2	0	0	1.0	1.0
TSPAN32	1	0	0	1.0	1.0
MARCH10	2	0	0	1.0	1.0
CWC22	1	0	0	1.0	1.0
CYP27C1	1	0	0	1.0	1.0
MAP2	2	0	0	1.0	1.0
MAP3K19	1	0	0	1.0	1.0
MAP3K2	2	0	0	1.0	1.0
MAP4K4	2	0	0	1.0	1.0
MAPRE3	1	0	0	1.0	1.0
MARS2	1	0	0	1.0	1.0
MAT2A	1	0	0	1.0	1.0
MBD5	1	0	0	1.0	1.0
M1AP	1	0	0	1.0	1.0
MCM6	1	0	0	1.0	1.0
MFSD2B	1	0	0	1.0	1.0
MGAT4A	2	0	0	1.0	1.0
MGAT5	2	0	0	1.0	1.0
NIFK	1	0	0	1.0	1.0
MPHOSPH10	1	0	0	1.0	1.0
MPP4	1	0	0	1.0	1.0
MRPL30	1	0	0	1.0	1.0
MRPS5	1	0	0	1.0	1.0
MDH1	1	0	0	1.0	1.0
LY75-CD302	2	0	0	1.0	1.0
LTBP1	4	0	0	1.0	1.0
LRPPRC	3	0	0	1.0	1.0
ITGB6	1	0	0	1.0	1.0
ITPRIPL1	1	0	0	1.0	1.0
KCNF1	1	0	0	1.0	1.0
KCNG3	1	0	0	1.0	1.0
KCNH7	6	0	0	1.0	1.0
KCNJ3	1	0	0	1.0	1.0
KCNS3	1	0	0	1.0	1.0
KCTD18	2	0	0	1.0	1.0
KDM3A	1	0	0	1.0	1.0
KHK	2	0	0	1.0	1.0
KIDINS220	3	0	0	1.0	1.0
KIF5C	2	0	0	1.0	1.0
KYNU	1	0	0	1.0	1.0
LAPTM4A	1	0	0	1.0	1.0
LCT	1	0	0	1.0	1.0
LIMS1	1	0	0	1.0	1.0
LIMS2	1	0	0	1.0	1.0
LPIN1	1	0	0	1.0	1.0
LRP1B	8	0	0	1.0	1.0
MSH6	1	0	0	1.0	1.0
MSTN	2	0	0	1.0	1.0
MTIF2	1	0	0	1.0	1.0
MYL1	1	0	0	1.0	1.0
OBSL1	2	0	0	1.0	1.0
OR6B2	1	0	0	1.0	1.0
ORC4	1	0	0	1.0	1.0
OTOF	2	0	0	1.0	1.0
OTX1	2	0	0	1.0	1.0
OXER1	1	0	0	1.0	1.0
PAPOLG	5	0	0	1.0	1.0
PASK	1	0	0	1.0	1.0
PAX3	1	0	0	1.0	1.0
PAX8	2	0	0	1.0	1.0
PCBP1	1	0	0	1.0	1.0
PCYOX1	1	0	0	1.0	1.0
PDE11A	1	0	0	1.0	1.0
PDIA6	1	0	0	1.0	1.0
PECR	1	0	0	1.0	1.0
PER2	1	0	0	1.0	1.0
PFN4	1	0	0	1.0	1.0
PGAP1	1	0	0	1.0	1.0
PIKFYVE	3	0	0	1.0	1.0
NYAP2	1	0	0	1.0	1.0
ITGA6	2	0	0	1.0	1.0
NUP35	1	0	0	1.0	1.0
NRXN1	5	0	0	1.0	1.0
MYO1B	1	0	0	1.0	1.0
NAB1	2	0	0	1.0	1.0
NABP1	1	0	0	1.0	1.0
NAT8	3	0	0	1.0	1.0
NBAS	1	0	0	1.0	1.0
NBEAL1	2	0	0	1.0	1.0
NCKAP5	1	0	0	1.0	1.0
NCL	2	0	0	1.0	1.0
NDUFS1	2	0	0	1.0	1.0
NEB	8	0	0	1.0	1.0
NEUROD1	1	0	0	1.0	1.0
NFE2L2	3	0	0	1.0	1.0
NHEJ1	1	0	0	1.0	1.0
NIF3L1	2	0	0	1.0	1.0
NLRC4	1	0	0	1.0	1.0
NOSTRIN	1	0	0	1.0	1.0
NR4A2	1	0	0	1.0	1.0
NRBP1	2	0	0	1.0	1.0
NRP2	1	0	0	1.0	1.0
NT5C1B	1	0	0	1.0	1.0
CYP26B1	2	0	0	1.0	1.0
ITGA4	1	0	0	1.0	1.0
INO80D	1	0	0	1.0	1.0
EMILIN1	2	0	0	1.0	1.0
EML6	2	0	0	1.0	1.0
EMX1	1	0	0	1.0	1.0
EPC2	2	0	0	1.0	1.0
EPT1	1	0	0	1.0	1.0
ERBB4	8	0	0	1.0	1.0
ERMN	2	0	0	1.0	1.0
ETAA1	1	0	0	1.0	1.0
EIF5B	1	0	0	1.0	1.0
FABP1	1	0	0	1.0	1.0
AMER3	1	0	0	1.0	1.0
FAM150B	1	0	0	1.0	1.0
FAM171B	1	0	0	1.0	1.0
FAM178B	1	0	0	1.0	1.0
FARP2	1	0	0	1.0	1.0
FBLN7	2	0	0	1.0	1.0
FMNL2	1	0	0	1.0	1.0
FN1	3	0	0	1.0	1.0
FAM110C	1	0	0	1.0	1.0
EIF2AK2	1	0	0	1.0	1.0
EHD3	1	0	0	1.0	1.0
ECEL1	1	0	0	1.0	1.0
DAPL1	1	0	0	1.0	1.0
DARS	2	0	0	1.0	1.0
DCAF17	3	0	0	1.0	1.0
DCTN1	1	0	0	1.0	1.0
DFNB59	1	0	0	1.0	1.0
DHX57	1	0	0	1.0	1.0
DIS3L2	1	0	0	1.0	1.0
DNAH6	5	0	0	1.0	1.0
DNAH7	5	0	0	1.0	1.0
DNAJC10	1	0	0	1.0	1.0
DNMT3A	1	0	0	1.0	1.0
DNPEP	2	0	0	1.0	1.0
DOCK10	4	0	0	1.0	1.0
DPP10	2	0	0	1.0	1.0
DPP4	2	0	0	1.0	1.0
DQX1	1	0	0	1.0	1.0
DRC1	1	0	0	1.0	1.0
DUSP2	1	0	0	1.0	1.0
DYSF	4	0	0	1.0	1.0
FOXN2	1	0	0	1.0	1.0
FSIP2	1	0	0	1.0	1.0
FZD7	1	0	0	1.0	1.0
GAD1	1	0	0	1.0	1.0
HECW2	3	0	0	1.0	1.0
HJURP	1	0	0	1.0	1.0
HK2	1	0	0	1.0	1.0
HNMT	1	0	0	1.0	1.0
HNRNPLL	1	0	0	1.0	1.0
HOXD3	2	0	0	1.0	1.0
HOXD4	1	0	0	1.0	1.0
IFT172	2	0	0	1.0	1.0
IGKV1-12	1	0	0	1.0	1.0
IGKV1-6	1	0	0	1.0	1.0
IGKV1D-13	2	0	0	1.0	1.0
IGKV1D-42	1	0	0	1.0	1.0
IGKV2-24	1	0	0	1.0	1.0
IGKV3-7	1	0	0	1.0	1.0
IGKV3D-11	1	0	0	1.0	1.0
IKZF2	1	0	0	1.0	1.0
IL1R1	1	0	0	1.0	1.0
IL1RL2	2	0	0	1.0	1.0
ILKAP	2	0	0	1.0	1.0
HEATR5B	2	0	0	1.0	1.0
IRS1	2	0	0	1.0	1.0
HDAC4	1	0	0	1.0	1.0
HADHB	2	0	0	1.0	1.0
GALNT13	3	0	0	1.0	1.0
GALNT5	3	0	0	1.0	1.0
GCC2	1	0	0	1.0	1.0
GCFC2	2	0	0	1.0	1.0
GCKR	1	0	0	1.0	1.0
GIGYF2	1	0	0	1.0	1.0
GKN2	1	0	0	1.0	1.0
GLB1L	1	0	0	1.0	1.0
GLI2	2	0	0	1.0	1.0
GMCL1	1	0	0	1.0	1.0
GPD2	1	0	0	1.0	1.0
GPR148	1	0	0	1.0	1.0
GPR17	2	0	0	1.0	1.0
GPR35	1	0	0	1.0	1.0
GPR45	1	0	0	1.0	1.0
GPR75	2	0	0	1.0	1.0
GREB1	5	0	0	1.0	1.0
GRHL1	1	0	0	1.0	1.0
GTF3C2	3	0	0	1.0	1.0
HAT1	1	0	0	1.0	1.0
PYGM	2	0	0	1.0	1.0
MED1	2	0	0	1.0	1.0
MEOX1	3	0	0	1.0	1.0
SYNPR	1	0	0	1.0	1.0
TAMM41	2	0	0	1.0	1.0
TCTEX1D2	1	0	0	1.0	1.0
TFDP2	2	0	0	1.0	1.0
TIPARP	1	0	0	1.0	1.0
TKT	1	0	0	1.0	1.0
TMEM39A	1	0	0	1.0	1.0
TMEM41A	1	0	0	1.0	1.0
SUCLG2	1	0	0	1.0	1.0
TMF1	1	0	0	1.0	1.0
TOP2B	1	0	0	1.0	1.0
TOPAZ1	3	0	0	1.0	1.0
TOPBP1	2	0	0	1.0	1.0
TP63	2	0	0	1.0	1.0
TPRG1	1	0	0	1.0	1.0
TRANK1	2	0	0	1.0	1.0
TRAT1	1	0	0	1.0	1.0
TREX1	1	0	0	1.0	1.0
TNIK	2	0	0	1.0	1.0
STX19	2	0	0	1.0	1.0
STAB1	2	0	0	1.0	1.0
SSUH2	1	0	0	1.0	1.0
SKIL	2	0	0	1.0	1.0
SLC15A2	3	0	0	1.0	1.0
SLC25A20	1	0	0	1.0	1.0
SLC41A3	1	0	0	1.0	1.0
SLC4A7	1	0	0	1.0	1.0
SLC6A1	1	0	0	1.0	1.0
SLC6A11	1	0	0	1.0	1.0
SLC9A9	1	0	0	1.0	1.0
SLC9C1	1	0	0	1.0	1.0
SLITRK3	2	0	0	1.0	1.0
SLMAP	1	0	0	1.0	1.0
SNRK	1	0	0	1.0	1.0
SOX2	1	0	0	1.0	1.0
SPATA16	1	0	0	1.0	1.0
SPCS1	1	0	0	1.0	1.0
SPTSSB	1	0	0	1.0	1.0
SRGAP3	1	0	0	1.0	1.0
SSR3	1	0	0	1.0	1.0
SST	1	0	0	1.0	1.0
TRIM71	1	0	0	1.0	1.0
SIDT1	1	0	0	1.0	1.0
TRNT1	1	0	0	1.0	1.0
TSEN2	2	0	0	1.0	1.0
YEATS2	2	0	0	1.0	1.0
ZBBX	2	0	0	1.0	1.0
ZBTB20	1	0	0	1.0	1.0
ZIC4	1	0	0	1.0	1.0
ZNF148	1	0	0	1.0	1.0
ZNF197	1	0	0	1.0	1.0
ZNF445	1	0	0	1.0	1.0
ZNF639	1	0	0	1.0	1.0
XYLB	1	0	0	1.0	1.0
ZNF717	1	0	0	1.0	1.0
ZPLD1	2	0	0	1.0	1.0
ABCC10	3	0	0	1.0	1.0
ABCF1	1	0	0	1.0	1.0
ABT1	2	0	0	1.0	1.0
ADGB	1	0	0	1.0	1.0
AHI1	1	0	0	1.0	1.0
AIM1	4	0	0	1.0	1.0
AKAP12	1	0	0	1.0	1.0
ZNF80	1	0	0	1.0	1.0
XRN1	2	0	0	1.0	1.0
XPC	3	0	0	1.0	1.0
XIRP1	2	0	0	1.0	1.0
TTC14	4	0	0	1.0	1.0
TTLL3	1	0	0	1.0	1.0
TWF2	1	0	0	1.0	1.0
U2SURP	2	0	0	1.0	1.0
UBA5	2	0	0	1.0	1.0
UBE2E1	1	0	0	1.0	1.0
UBP1	2	0	0	1.0	1.0
ULK4	1	0	0	1.0	1.0
UMPS	2	0	0	1.0	1.0
USP4	1	0	0	1.0	1.0
VEPH1	1	0	0	1.0	1.0
VILL	1	0	0	1.0	1.0
VIPR1	1	0	0	1.0	1.0
VPRBP	1	0	0	1.0	1.0
VPS8	1	0	0	1.0	1.0
WDR48	1	0	0	1.0	1.0
WDR49	1	0	0	1.0	1.0
WDR5B	1	0	0	1.0	1.0
WNT7A	1	0	0	1.0	1.0
TRPC1	1	0	0	1.0	1.0
SI	2	0	0	1.0	1.0
SFMBT1	2	0	0	1.0	1.0
SETD5	2	0	0	1.0	1.0
OSTN	1	0	0	1.0	1.0
OXSM	1	0	0	1.0	1.0
OXSR1	2	0	0	1.0	1.0
P2RY12	1	0	0	1.0	1.0
P2RY13	2	0	0	1.0	1.0
P2RY14	1	0	0	1.0	1.0
PAK2	1	0	0	1.0	1.0
PARP14	2	0	0	1.0	1.0
OSBPL10	1	0	0	1.0	1.0
PARP15	1	0	0	1.0	1.0
PDCD10	1	0	0	1.0	1.0
PDZRN3	1	0	0	1.0	1.0
PEX5L	1	0	0	1.0	1.0
PFKFB4	1	0	0	1.0	1.0
PIK3CB	1	0	0	1.0	1.0
PIK3R4	2	0	0	1.0	1.0
PLA1A	1	0	0	1.0	1.0
PLCH1	3	0	0	1.0	1.0
PCCB	1	0	0	1.0	1.0
OR5H2	1	0	0	1.0	1.0
OGG1	1	0	0	1.0	1.0
NUP210	1	0	0	1.0	1.0
MFI2	1	0	0	1.0	1.0
MFSD1	2	0	0	1.0	1.0
MITF	2	0	0	1.0	1.0
MME	3	0	0	1.0	1.0
MRPL3	1	0	0	1.0	1.0
MRPS22	1	0	0	1.0	1.0
MST1	1	0	0	1.0	1.0
MUC13	2	0	0	1.0	1.0
MUC4	7	0	0	1.0	1.0
MYH15	1	0	0	1.0	1.0
MYLK	2	0	0	1.0	1.0
MYNN	1	0	0	1.0	1.0
NCEH1	1	0	0	1.0	1.0
NGLY1	2	0	0	1.0	1.0
NISCH	1	0	0	1.0	1.0
NKTR	1	0	0	1.0	1.0
NLGN1	1	0	0	1.0	1.0
NME9	1	0	0	1.0	1.0
NPHP3	1	0	0	1.0	1.0
PLCXD2	1	0	0	1.0	1.0
PLD1	1	0	0	1.0	1.0
PLOD2	1	0	0	1.0	1.0
PLS1	1	0	0	1.0	1.0
RASA2	1	0	0	1.0	1.0
RBMS3	1	0	0	1.0	1.0
RFC4	1	0	0	1.0	1.0
RFT1	2	0	0	1.0	1.0
RFTN1	3	0	0	1.0	1.0
ROBO1	1	0	0	1.0	1.0
ROBO2	3	0	0	1.0	1.0
ROPN1B	2	0	0	1.0	1.0
RPL15	1	0	0	1.0	1.0
SAMD7	1	0	0	1.0	1.0
SCN10A	1	0	0	1.0	1.0
SCN11A	2	0	0	1.0	1.0
SCN5A	3	0	0	1.0	1.0
SEC61A1	1	0	0	1.0	1.0
SEC62	1	0	0	1.0	1.0
SEMA3G	2	0	0	1.0	1.0
SEMA5B	1	0	0	1.0	1.0
SERPINI1	4	0	0	1.0	1.0
SERPINI2	1	0	0	1.0	1.0
RARRES1	1	0	0	1.0	1.0
AMD1	1	0	0	1.0	1.0
RARB	1	0	0	1.0	1.0
RABL3	1	0	0	1.0	1.0
PLSCR4	1	0	0	1.0	1.0
PLXNA1	3	0	0	1.0	1.0
PLXND1	4	0	0	1.0	1.0
POLR2H	1	0	0	1.0	1.0
POPDC2	1	0	0	1.0	1.0
POU1F1	1	0	0	1.0	1.0
PPP2R3A	1	0	0	1.0	1.0
PRICKLE2	1	0	0	1.0	1.0
PRR23B	1	0	0	1.0	1.0
PRRT3	1	0	0	1.0	1.0
PRSS42	1	0	0	1.0	1.0
PSMD6	1	0	0	1.0	1.0
PTH1R	2	0	0	1.0	1.0
PTPN23	1	0	0	1.0	1.0
PTPRG	1	0	0	1.0	1.0
PVRL3	1	0	0	1.0	1.0
PYDC2	1	0	0	1.0	1.0
RAB6B	1	0	0	1.0	1.0
RAB7A	1	0	0	1.0	1.0
RAP2B	1	0	0	1.0	1.0
ANKRD66	1	0	0	1.0	1.0
ARID1B	1	0	0	1.0	1.0
ASCC3	2	0	0	1.0	1.0
HLA-C	1	0	0	1.0	1.0
HLA-DPA1	2	0	0	1.0	1.0
HLA-E	2	0	0	1.0	1.0
HMGCLL1	1	0	0	1.0	1.0
HS3ST5	1	0	0	1.0	1.0
HSD17B8	1	0	0	1.0	1.0
HSPA1L	2	0	0	1.0	1.0
HTR1E	1	0	0	1.0	1.0
HIVEP2	5	0	0	1.0	1.0
IBTK	2	0	0	1.0	1.0
IL17F	1	0	0	1.0	1.0
IMPG1	1	0	0	1.0	1.0
ITPR3	1	0	0	1.0	1.0
IYD	2	0	0	1.0	1.0
JARID2	1	0	0	1.0	1.0
KATNA1	1	0	0	1.0	1.0
KCNK5	1	0	0	1.0	1.0
KCNQ5	1	0	0	1.0	1.0
IL17A	1	0	0	1.0	1.0
HIVEP1	3	0	0	1.0	1.0
HIST1H4G	1	0	0	1.0	1.0
HIST1H3J	1	0	0	1.0	1.0
GPR110	1	0	0	1.0	1.0
GPR111	1	0	0	1.0	1.0
GPR116	2	0	0	1.0	1.0
GPR126	2	0	0	1.0	1.0
GPR63	1	0	0	1.0	1.0
GPRC6A	1	0	0	1.0	1.0
GRIK2	1	0	0	1.0	1.0
GRM4	1	0	0	1.0	1.0
GSTA2	1	0	0	1.0	1.0
GTPBP2	2	0	0	1.0	1.0
GUCA1A	1	0	0	1.0	1.0
HACE1	2	0	0	1.0	1.0
HCRTR2	1	0	0	1.0	1.0
HIST1H1A	1	0	0	1.0	1.0
HIST1H2AH	1	0	0	1.0	1.0
HIST1H2AK	1	0	0	1.0	1.0
HIST1H2BC	1	0	0	1.0	1.0
HIST1H2BI	1	0	0	1.0	1.0
HIST1H2BO	1	0	0	1.0	1.0
KHDC3L	1	0	0	1.0	1.0
KHDRBS2	1	0	0	1.0	1.0
KIAA0319	1	0	0	1.0	1.0
KIF25	1	0	0	1.0	1.0
MICB	1	0	0	1.0	1.0
MLLT4	3	0	0	1.0	1.0
MMS22L	1	0	0	1.0	1.0
MRPL2	1	0	0	1.0	1.0
MRPS18A	1	0	0	1.0	1.0
MUT	1	0	0	1.0	1.0
MYB	1	0	0	1.0	1.0
