,gene,score
0,RNF40,3.00043
1,MAML1,3.00043
2,BCL7C,3.00043
3,DYRK1B,3.00043
4,KAT2B,3.00043
5,USP26,3.00043
6,DPF3,3.00043
7,MAFK,3.00043
8,GALNT12,3.00043
9,MIS12,3.00043
10,TP53,3.00043
11,TAF1,3.00043
12,SS18,3.00043
13,SP1,3.00043
14,SMARCD3,3.00043
15,SMARCB1,3.00043
16,SMARCA4,3.00043
17,BCL7A,3.00043
18,KIAA1430,3.00043
19,BAAT,3.00043
20,NXF3,3.00043
21,BRK1,3.00043
22,MBD5,3.00043
23,CHD7,3.00043
24,PBRM1,3.00043
25,PPP1CA,3.00043
26,WHSC1L1,3.00043
27,PML,3.00043
28,ING4,3.00043
29,ANGPTL4,3.00043
30,PA2G4,3.00043
31,MDM2,3.00043
32,SMAD3,3.00043
33,ARHGDIB,3.00043
34,ING1,3.00043
35,KCNK18,3.00043
36,HIF1A,3.00043
37,HDAC1,3.00043
38,SERTAD1,3.00043
39,BRD7,3.00043
40,BBC3,3.00043
41,AATF,3.00043
42,GATA1,3.00043
43,KBTBD2,3.00043
44,TDRD7,3.00043
45,GGA3,3.00043
46,FOXO3,3.00043
47,ATF5,3.00043
48,ELAVL1,3.00043
49,EGR1,3.00043
50,E4F1,3.00043
51,ZCCHC12,3.00043
52,DAXX,3.00043
53,CUX1,3.00043
54,HIPK4,3.00043
55,MBD6,3.00043
56,KLF1,3.00043
57,CEBPD,3.00043
58,CITED2,3.00043
59,NAT2,3.00043
60,CDKN1C,3.00043
61,SAP25,3.00043
62,CDC6,2.6994
63,PPP1R26,2.6994
64,CCNE1,2.6994
65,TP63,2.6994
66,HIST3H3,2.6994
67,BAG6,2.6994
68,MAPKAPK3,2.6994
69,WRN,2.6994
70,SMARCE1,2.6994
71,SMARCD1,2.6994
72,SMARCC2,2.6994
73,SMARCC1,2.6994
74,SKP2,2.6994
75,RASA1,2.6994
76,RAP1GAP,2.6994
77,IRGC,2.6994
78,PRLR,2.6994
79,MAP2K1,2.6994
80,PHF10,2.6994
81,RIN2,2.6994
82,POLR2A,2.6994
83,CXXC5,2.6994
84,MTR,2.6994
85,AR,2.6994
86,FOXK2,2.6994
87,GC,2.6994
88,POU2F3,2.6994
89,CRB1,2.6994
90,CRTC1,2.6994
91,NCOA6,2.6994
92,FBP1,2.6994
93,ARID2,2.6994
94,E2F1,2.6994
95,DYRK1A,2.6994
96,RBBP9,2.6994
97,KAT5,2.6994
98,CDKN2C,2.6994
99,CDK9,2.6994
100,CDK6,2.6994
101,MBD4,2.52331
102,PPFIA3,2.52331
103,XPA,2.52331
104,TFF1,2.52331
105,KLF5,2.52331
106,ST14,2.52331
107,SSR2,2.52331
108,FAM20C,2.52331
109,PDE4B,2.52331
110,NEUROG1,2.52331
111,MFAP2,2.52331
112,SMAD1,2.52331
113,C3ORF62,2.52331
114,ACAA1,2.52331
115,KDM2A,2.52331
116,FOXK1,2.52331
117,AKT1,2.52331
118,ADAMTS18,2.52331
119,CYP17A1,2.52331
120,AKAP13,2.52331
121,CBX1,2.52331
122,NCKAP1,2.52331
123,IRF9,2.52331
124,USP6NL,2.39837
125,BCL7B,2.39837
126,PCED1B,2.39837
127,CCND2,2.39837
128,TMEFF1,2.39837
129,HMGA2,2.39837
130,ZBED2,2.39837
131,CDK11A,2.39837
132,TGFB1,2.39837
133,CCND1,2.39837
134,CDK14,2.39837
135,PCDH1,2.39837
136,NOTCH1,2.39837
137,NFE2,2.39837
138,FOXA3,2.39837
139,ABHD12B,2.39837
140,MAPK14,2.39837
141,KDM5B,2.39837
142,CEBPB,2.39837
143,CDK4,2.39837
144,CACNA1I,2.30146
145,DGKZ,2.30146
146,ELMOD3,2.30146
147,METRN,2.30146
148,FZD5,2.30146
149,VDR,2.30146
150,TFDP1,2.30146
151,ZEB1,2.30146
152,BRCA1,2.30146
153,SREBF1,2.30146
154,DCLRE1C,2.30146
155,KDM5A,2.30146
156,RARA,2.30146
157,NLRC4,2.30146
158,CDKN2AIP,2.30146
159,STX17,2.30146
160,XAF1,2.30146
161,GMNN,2.30146
162,HBQ1,2.30146
163,LIN9,2.30146
164,HBP1,2.30146
165,SNW1,2.30146
166,ZNF510,2.30146
167,E2F5,2.30146
168,ZNF558,2.30146
169,CCDC180,2.30146
170,HELZ,2.22228
171,PROM1,2.22228
172,ENC1,2.22228
173,MAML2,2.22228
174,YY1,2.22228
175,C4A,2.22228
176,TMBIM1,2.22228
177,RPS6KA1,2.22228
178,ARID4A,2.22228
179,RAD17,2.22228
180,IRF5,2.22228
181,GDPD1,2.22228
182,STAP1,2.22228
183,CIC,2.22228
184,CTBP1,2.22228
185,CREB1,2.22228
186,IL24,2.22228
187,AKAP3,2.22228
188,CARM1,2.22228
189,ATP8A1,2.22228
190,ASXL3,2.15534
191,CDK5RAP3,2.15534
192,TMOD1,2.15534
193,SNAI1,2.15534
194,SOWAHC,2.15534
195,RBBP8,2.15534
196,PDXP,2.15534
197,SMYD2,2.15534
198,PRTN3,2.15534
199,MAPK8,2.15534
200,MYCN,2.15534
201,MAFA,2.15534
202,DPY19L4,2.15534
203,GGA1,2.15534
204,E2F4,2.15534
205,CRABP2,2.15534
206,RASSF8,2.15534
207,DCLRE1A,2.09734
208,ARHGEF10,2.09734
209,SETD7,2.09734
210,ZBTB17,2.09734
211,DPF2,2.09734
212,TRERF1,2.09734
213,SNRK,2.09734
214,BNC2,2.09734
215,SIX4,2.09734
216,SYCP3,2.09734
217,KCNMA1,2.09734
218,FAM89A,2.09734
219,INHBB,2.09734
220,HOXD10,2.09734
221,RSPO1,2.09734
222,EFNA2,2.09734
223,ZNF420,2.09734
224,PAXBP1,2.04619
225,ACTL6A,2.04619
226,RASAL1,2.04619
227,POLR3GL,2.04619
228,CASP8,2.04619
229,HIST1H3J,2.04619
230,LRP8,2.04619
231,CA8,2.04619
232,TGFB2,2.04619
233,TNN,2.04619
234,RAP2A,2.04619
235,HIF1AN,2.04619
236,SETD4,2.04619
237,ZBTB7A,2.04619
238,PAX2,2.04619
239,INHA,2.04619
240,KLK3,2.04619
241,TBX21,2.04619
242,ARHGEF12,2.04619
243,AHR,2.04619
244,THAP5,2.04619
245,ZER1,2.04619
246,CDC27,2.00043
247,TSC22D2,2.00043
248,NMI,2.00043
249,ACVR1,2.00043
250,NAV2,2.00043
251,CCND3,2.00043
252,LIPF,2.00043
253,FAM104A,2.00043
254,CDC45,2.00043
255,ARID1A,2.00043
256,ARHGAP23,2.00043
257,PPP1CC,2.00043
258,NFE2L2,2.00043
259,MDM4,2.00043
260,SMAD2,2.00043
261,HTR6,2.00043
262,E2F2,2.00043
263,AMDHD1,2.00043
264,LDLRAD3,2.00043
265,TRIM28,2.00043
266,KDM4A,1.95904
267,SH3BP5,1.95904
268,GTF3C5,1.95904
269,CREG1,1.95904
270,CASP10,1.95904
271,ZNF606,1.95904
272,TTR,1.95904
273,TP73,1.95904
274,TFAP2A,1.95904
275,ZNF83,1.95904
276,4-Sep,1.95904
277,PHB,1.95904
278,MINK1,1.95904
279,LIG4,1.95904
280,HRAS,1.95904
281,PDZRN4,1.95904
282,CRHBP,1.95904
283,TCHHL1,1.95904
284,CCDC43,1.95904
285,CLK2,1.95904
286,CDK5,1.95904
287,CD300LD,1.95904
288,RB1CC1,1.92125
289,KRIT1,1.92125
290,SOCS1,1.92125
291,TFPI2,1.92125
292,MCPH1,1.92125
293,SMARCA2,1.92125
294,PLA2G1B,1.92125
295,MYC,1.92125
296,INHBA,1.92125
297,CFH,1.92125
298,HSPB8,1.92125
299,EXPH5,1.92125
300,EP300,1.92125
301,DRD5,1.92125
302,SLC31A1,1.92125
303,NUP50,1.92125
304,TELO2,1.88649
305,CABLES1,1.88649
306,CCNT2,1.88649
307,FBP2,1.88649
308,CDK13,1.88649
309,SLC6A2,1.88649
310,SKIL,1.88649
311,SMARCAD1,1.88649
312,EPS8L1,1.88649
313,KLF13,1.88649
314,PEX5L,1.88649
315,NTHL1,1.88649
316,MYB,1.88649
317,C6ORF226,1.88649
318,IL36A,1.88649
319,EID1,1.88649
320,CASC3,1.88649
321,RFPL2,1.88649
322,MED23,1.85431
323,BECN1,1.85431
324,LAMTOR3,1.85431
325,CD99L2,1.85431
326,SPHKAP,1.85431
327,NXF2B,1.85431
328,TFDP2,1.85431
329,IWS1,1.85431
330,ATR,1.85431
331,ANGPT4,1.85431
332,SERPINB2,1.85431
333,HTR1A,1.85431
334,ANAPC2,1.85431
335,PSD3,1.85431
336,FOXM1,1.85431
337,CFD,1.85431
338,CHEK1,1.85431
339,EDAR,1.85431
340,PCGF3,1.85431
341,RUNX2,1.82434
342,C9ORF89,1.82434
343,CASP3,1.82434
344,TSC2,1.82434
345,TBX5,1.82434
346,SPRR3,1.82434
347,CDCP1,1.82434
348,MTA3,1.82434
349,BARX1,1.82434
350,IFNAR2,1.82434
351,HOXB2,1.82434
352,CD274,1.82434
353,AMBP,1.82434
354,FBN1,1.82434
355,LIN54,1.82434
356,THOC1,1.79631
357,ZMYM5,1.79631
358,CCNA2,1.79631
359,LDOC1L,1.79631
360,KAT8,1.79631
361,GREB1L,1.79631
362,RPS6KA2,1.79631
363,CROT,1.79631
364,PLAG1,1.79631
365,DNAAF3,1.79631
366,PGBD2,1.79631
367,TRPC4AP,1.79631
368,TSKU,1.79631
369,BAMBI,1.79631
370,CBX5,1.79631
371,TGFB3,1.76999
372,STAT2,1.76999
373,SPI1,1.76999
374,RLF,1.76999
375,SLURP1,1.76999
376,SRRD,1.76999
377,ACADVL,1.76999
378,JMJD6,1.76999
379,FOXO1,1.76999
380,DVL1,1.76999
381,CYP4A11,1.76999
382,PROM2,1.76999
383,HIST4H4,1.76999
384,CBX3,1.76999
385,ACVRL1,1.74516
386,MMP23B,1.74516
387,TCF3,1.74516
388,TBP,1.74516
389,NEUROD4,1.74516
390,PCBP4,1.74516
391,NFIX,1.74516
392,FMN1,1.74516
393,HOXD12,1.74516
394,SIGLEC8,1.74516
395,ELF1,1.74516
396,EIF5,1.74516
397,EBF1,1.74516
398,TACC2,1.74516
399,RASSF9,1.72168
400,LDB1,1.72168
401,IL1RL2,1.72168
402,FRMD5,1.72168
403,TCL1A,1.72168
404,TFAP4,1.72168
405,RFC1,1.72168
406,MAPK10,1.72168
407,MAGEC2,1.72168
408,TAOK3,1.72168
409,MSX1,1.72168
410,HDAC2,1.72168
411,GLTSCR2,1.72168
412,HEPACAM2,1.72168
413,NR5A2,1.72168
414,ESCO2,1.72168
415,CSNK1D,1.72168
416,PTPDC1,1.72168
417,PSME3,1.72168
418,CDK3,1.72168
419,TTPAL,1.6994
420,BMP6,1.6994
421,RBBP7,1.6994
422,PCTP,1.6994
423,KRTAP5-8,1.6994
424,SH3GLB2,1.6994
425,MTF1,1.6994
426,TMEM255B,1.6994
427,ID2,1.6994
428,HCFC1,1.6994
429,LRRC57,1.6994
430,CNIH2,1.6994
431,CABIN1,1.6994
432,MMRN1,1.6994
433,AGA,1.6994
434,CYLC2,1.6994
435,CAPN11,1.6994
436,MORF4L2,1.67822
437,CLCA2,1.67822
438,AP4M1,1.67822
439,EXO1,1.67822
440,TNFRSF11A,1.67822
441,MKL1,1.67822
442,MYO7A,1.67822
443,IGSF1,1.67822
444,AOX1,1.67822
445,ATP11A,1.67822
446,E2F3,1.67822
447,ARID3B,1.67822
448,ECI2,1.67822
449,CCKAR,1.65801
450,SPRYD3,1.65801
451,FAM126A,1.65801
452,EVA1A,1.65801
453,NUP214,1.65801
454,MANEA,1.65801
455,TLR2,1.65801
456,TAF4B,1.65801
457,ARID1B,1.65801
458,KANSL3,1.65801
459,ZNF821,1.65801
460,MCM10,1.65801
461,PPP3R2,1.65801
462,ATP8B1,1.65801
463,PEG3,1.65801
464,LAMA4,1.65801
465,IL10,1.65801
466,BRF1,1.65801
467,ATP5S,1.65801
468,PELP1,1.65801
469,TMC4,1.65801
470,CHEK2,1.65801
471,NAPRT1,1.63871
472,NAV3,1.63871
473,NCOA1,1.63871
474,CCDC82,1.63871
475,PAFAH1B2,1.63871
476,KCNA3,1.63871
477,AGFG1,1.63871
478,HMGB1,1.63871
479,LPAR4,1.63871
480,KRT23,1.63871
481,COL8A2,1.63871
482,APOBEC2,1.63871
483,PPP1R13L,1.63871
484,CDX2,1.63871
485,KIAA0430,1.62022
486,TRIP11,1.62022
487,NREP,1.62022
488,ATG16L2,1.62022
489,HNF1A,1.62022
490,SHC1,1.62022
491,MED1,1.62022
492,RSBN1,1.62022
493,PHOX2A,1.62022
494,FAS,1.62022
495,HSD17B3,1.62022
496,ATP11B,1.62022
497,FAM83B,1.62022
498,ENG,1.62022
499,DVL2,1.62022
500,RFPL3,1.62022
501,SLC25A27,1.60249
502,MAF1,1.60249
503,SPSB1,1.60249
504,TCF12,1.60249
505,NEUROG2,1.60249
506,RAD51,1.60249
507,PLSCR3,1.60249
508,ZNF763,1.60249
509,DERL3,1.58546
510,EIF1AY,1.58546
511,CCNA1,1.58546
512,PEA15,1.58546
513,BMPR2,1.58546
514,RBBP6,1.58546
515,NFATC4,1.58546
516,MYOD1,1.58546
517,SMAD7,1.58546
518,ITGAE,1.58546
519,IFNG,1.58546
520,HOXB3,1.58546
521,NR3C1,1.58546
522,LPHN1,1.58546
523,EPHA3,1.58546
524,CREBBP,1.58546
525,ZNF23,1.56907
526,AURKA,1.56907
527,RARG,1.56907
528,TRIM68,1.56907
529,ADAM22,1.56907
530,PGR,1.56907
531,KCNK9,1.56907
532,APOC1,1.56907
533,APOA4,1.56907
534,GNGT2,1.56907
535,ABL1,1.56907
536,FGFR1,1.56907
537,SLC7A13,1.56907
538,C10ORF71,1.56907
539,YAP1,1.56907
540,CCNC,1.55328
541,TANC1,1.55328
542,PIK3R3,1.55328
543,CAB39L,1.55328
544,GLTPD1,1.55328
545,CDH24,1.55328
546,NRAS,1.55328
547,PALM3,1.55328
548,ATMIN,1.55328
549,ALDOB,1.55328
550,EFNA4,1.55328
551,WBP2NL,1.55328
552,GALNT15,1.55328
553,CLNK,1.55328
554,LMLN,1.53804
555,CDC16,1.53804
556,C16ORF70,1.53804
557,POPDC3,1.53804
558,RBBP4,1.53804
559,BAD,1.53804
560,DONSON,1.53804
561,STXBP6,1.53804
562,ARFIP2,1.53804
563,TTL,1.53804
564,CSNK1E,1.53804
565,RASSF1,1.53804
566,PRSS23,1.53804
567,CEBPE,1.53804
568,AURKB,1.52331
569,SPOP,1.52331
570,TOP1,1.52331
571,PVRL1,1.52331
572,MGMT,1.52331
573,ILDR1,1.52331
574,MRAS,1.52331
575,AKR1C4,1.52331
576,GMEB1,1.52331
577,CD28,1.50907
578,TUBA1C,1.50907
579,SIL1,1.50907
580,PTPRM,1.50907
581,TFDP3,1.50907
582,NEK1,1.50907
583,IRF3,1.50907
584,RRAGA,1.50907
585,CDKN1B,1.50907
586,CCNG1,1.49528
587,RANBP3,1.49528
588,CASP7,1.49528
589,HIST2H2AC,1.49528
590,PLA2G12A,1.49528
591,CCDC176,1.49528
592,MAP1S,1.49528
593,DGCR8,1.49528
594,RRM2B,1.49528
595,GDF2,1.49528
596,FRK,1.49528
597,JAG1,1.49528
598,TCF23,1.49528
599,SEC61B,1.49528
600,PIAS3,1.49528
601,MYADM,1.48192
602,ADAM9,1.48192
603,CASP9,1.48192
604,ZNF232,1.48192
605,MEIS1,1.48192
606,KCNA2,1.48192
607,MACC1,1.48192
608,SLC16A9,1.48192
609,EDN3,1.48192
610,GLYAT,1.48192
611,HDAC3,1.46896
612,WNT2,1.46896
613,RANBP17,1.46896
614,CXCR5,1.46896
615,CFB,1.46896
616,AP1AR,1.46896
617,OMP,1.46896
618,MYL4,1.46896
619,HOXB6,1.46896
620,COX18,1.46896
621,SESN1,1.46896
622,SIRPA,1.46896
623,SLC26A8,1.46896
624,NCOA2,1.46896
625,ZNF443,1.46896
626,LPAR6,1.46896
627,MICAL2,1.45637
628,KLF4,1.45637
629,AP3B1,1.45637
630,OGT,1.45637
631,INSM2,1.45637
632,PLEKHO2,1.45637
633,SOX2,1.45637
634,TRPC7,1.45637
635,VIMP,1.45637
636,NANS,1.45637
637,MTRR,1.45637
638,ARHGEF19,1.45637
639,TGS1,1.44413
640,TG,1.44413
641,PEX5,1.44413
642,SCARA3,1.44413
643,TNFRSF12A,1.44413
644,RBMS3,1.44413
645,SPATA31A7,1.44413
646,CST2,1.44413
647,UBE2QL1,1.44413
648,GYLTL1B,1.44413
649,SYCP2,1.44413
650,N4BP1,1.43223
651,NCOR2,1.43223
652,DPF1,1.43223
653,TLR10,1.43223
654,TAL1,1.43223
655,STAT3,1.43223
656,TTC7A,1.43223
657,FLVCR2,1.43223
658,BRD1,1.43223
659,RCSD1,1.42065
660,DYRK2,1.42065
661,NME5,1.42065
662,SRF,1.42065
663,SHBG,1.42065
664,RHEB,1.42065
665,TDP1,1.42065
666,PKLR,1.42065
667,TMEM66,1.42065
668,CXCL10,1.42065
669,HPX,1.42065
670,GNA11,1.42065
671,FRAT2,1.42065
672,F5,1.42065
673,IL17RE,1.42065
674,INMT,1.42065
675,GNB2L1,1.42065
676,TTI1,1.40937
677,DNAL1,1.40937
678,PABPN1,1.40937
679,SP3,1.40937
680,RBM26,1.40937
681,IGDCC4,1.40937
682,ZNF512B,1.40937
683,CLIC6,1.40937
684,PLIN1,1.40937
685,MYBL2,1.40937
686,ITIH3,1.40937
687,ITIH1,1.40937
688,APOC2,1.40937
689,PRMT2,1.40937
690,ANGPT1,1.40937
691,ARRDC2,1.40937
692,HERC4,1.40937
693,SIN3B,1.40937
694,F9,1.40937
695,EIF4EBP1,1.40937
696,EGR4,1.40937
697,SPACA3,1.40937
698,AKAP10,1.40937
699,BTN3A1,1.40937
700,UQCR11,1.40937
701,SPINT3,1.40937
702,NRP1,1.39837
703,SNAPC1,1.39837
704,RARB,1.39837
705,CTAGE5,1.39837
706,SLC9A8,1.39837
707,CTGF,1.39837
708,VSIG10L,1.39837
709,CST3,1.39837
710,CA5B,1.39837
711,MORF4L1,1.39837
712,DEAF1,1.39837
713,GLT8D2,1.38765
714,SMARCD2,1.38765
715,BCL6,1.38765
716,PSMD10,1.38765
717,ETNK1,1.38765
718,DALRD3,1.38765
719,LCMT1,1.38765
720,NUP98,1.38765
721,MST1,1.38765
722,INS,1.38765
723,SMPX,1.38765
724,FER,1.38765
725,KLK11,1.38765
726,ANP32B,1.38765
727,C17ORF96,1.38765
728,DCAF15,1.37719
729,TNFSF14,1.37719
730,CGNL1,1.37719
731,ATRIP,1.37719
732,CRELD2,1.37719
733,PPP2R4,1.37719
734,NEFM,1.37719
735,MYBL1,1.37719
736,HOXB4,1.37719
737,GSR,1.37719
738,GBA,1.37719
739,NR5A1,1.37719
740,ANKS1A,1.37719
741,FRMD4B,1.37719
742,ZNF292,1.37719
743,FAIM2,1.37719
744,ZRANB3,1.36697
745,CCL11,1.36697
746,OPRM1,1.36697
747,HOXA11,1.36697
748,GTF2H1,1.36697
749,SGCZ,1.36697
750,KLF2,1.36697
751,NFE2L3,1.35698
752,ST6GALNAC1,1.35698
753,BCAS3,1.35698
754,NXPE4,1.35698
755,ERRFI1,1.35698
756,LCE1C,1.35698
757,DAAM1,1.35698
758,EVC,1.35698
759,FAM153B,1.35698
760,CGA,1.35698
761,SPARCL1,1.34722
762,HIST2H2BE,1.34722
763,SVEP1,1.34722
764,EPS8L2,1.34722
765,VAT1L,1.34722
766,PAM,1.34722
767,NOVA2,1.34722
768,ZNF773,1.34722
769,AKAP8L,1.34722
770,CTNNA2,1.34722
771,PANX3,1.34722
772,LDB3,1.34722
773,CELF2,1.34722
774,RANBP9,1.34722
775,TATDN2,1.33768
776,ARHGAP18,1.33768
777,TIGD7,1.33768
778,TRADD,1.33768
779,SSTR5,1.33768
780,RPL36A,1.33768
781,NPDC1,1.33768
782,PCDHAC1,1.33768
783,STRADB,1.33768
784,GLCCI1,1.33768
785,CHKB,1.33768
786,LRRIQ1,1.32834
787,PAX8,1.32834
788,DDR1,1.32834
789,PRDM2,1.32834
790,ARRDC5,1.32834
791,AVEN,1.32834
792,NGLY1,1.32834
793,ETNK2,1.32834
794,KIF26B,1.32834
795,PF4V1,1.32834
796,NDUFA8,1.32834
797,MAS1,1.32834
798,ETV1,1.32834
799,FAM171B,1.32834
800,PROCA1,1.32834
801,FAM65C,1.32834
802,HIST3H2BB,1.32834
803,TTLL4,1.31919
804,TDG,1.31919
805,GJC2,1.31919
806,MAPK3,1.31919
807,RBM47,1.31919
808,IMPA1,1.31919
809,HOXC6,1.31919
810,ZBTB48,1.31919
811,FPR1,1.31919
812,TMED3,1.31919
813,OR5A1,1.31919
814,CD14,1.31024
815,MYLK3,1.31024
816,SAP130,1.31024
817,UCHL3,1.31024
818,ZSCAN18,1.31024
819,RRM1,1.31024
820,ATP10D,1.31024
821,PRKRIR,1.31024
822,LEPREL1,1.31024
823,ARID4B,1.31024
824,LEF1,1.31024
825,MNAT1,1.31024
826,IREB2,1.31024
827,AQP5,1.31024
828,IL6ST,1.31024
829,HMGN1,1.31024
830,MACF1,1.31024
831,DIP2C,1.31024
832,F2,1.31024
833,EDNRB,1.31024
834,ELFN2,1.31024
835,RPS6KA5,1.30146
836,PPP1R3F,1.30146
837,PHOX2B,1.30146
838,B4GALT4,1.30146
839,CASP2,1.30146
840,MKL2,1.30146
841,PLEKHG6,1.30146
842,TRIM33,1.30146
843,JARID2,1.30146
844,EHBP1L1,1.30146
845,WDR37,1.30146
846,SDR42E1,1.29286
847,PVRL4,1.29286
848,VCPIP1,1.29286
849,KIAA1456,1.29286
850,FTHL17,1.29286
851,C5ORF45,1.29286
852,ARHGEF4,1.29286
853,GOLGA8B,1.29286
854,PLA2G4F,1.29286
855,GPR161,1.29286
856,CAMTA1,1.29286
857,AMER2,1.29286
858,R3HCC1,1.29286
859,TTC9B,1.29286
860,LYVE1,1.29286
861,ST6GALNAC2,1.29286
862,HIPK3,1.29286
863,DDTL,1.29286
864,LRRC4B,1.28443
865,PDE8B,1.28443
866,DHRS12,1.28443
867,TLR3,1.28443
868,EFCAB6,1.28443
869,WDR13,1.28443
870,UGT1A4,1.28443
871,FXYD2,1.28443
872,P2RY8,1.28443
873,BACE2,1.28443
874,COTL1,1.28443
875,DNAH5,1.28443
876,DLX5,1.28443
877,ATF2,1.28443
878,TOPBP1,1.28443
879,RAMP1,1.28443
880,FAM65B,1.27616
881,CLDN8,1.27616
882,CCDC97,1.27616
883,MPZL1,1.27616
884,TRPC1,1.27616
885,CCL24,1.27616
886,SLC17A6,1.27616
887,N4BP2,1.27616
888,ATF4,1.27616
889,IRF2,1.27616
890,BRAT1,1.27616
891,B3GALTL,1.27616
892,AGAP4,1.27616
893,TRIM24,1.26804
894,UBE2I,1.26804
895,SERPING1,1.26804
896,BPGM,1.26804
897,SMS,1.26804
898,ACTR3B,1.26804
899,LUM,1.26804
900,TCEAL5,1.26804
901,GSK3B,1.26804
902,L3MBTL1,1.26804
903,FGA,1.26804
904,EPAS1,1.26804
905,ASB12,1.26804
906,UTP15,1.26007
907,UBE2A,1.26007
908,BTG1,1.26007
909,RNASE6,1.26007
910,RCVRN,1.26007
911,UBFD1,1.26007
912,C9ORF156,1.26007
913,NEUROD1,1.26007
914,HOXD4,1.26007
915,SACS,1.26007
916,NGDN,1.26007
917,SYT14,1.26007
918,SEC31A,1.26007
919,DGKG,1.26007
920,SLC44A3,1.26007
921,ZPBP,1.26007
922,ABCC5,1.26007
923,THEMIS2,1.25225
924,OTOP2,1.25225
925,ACVR1B,1.25225
926,ITCH,1.25225
927,MXD3,1.25225
928,SPATA31A3,1.25225
929,NKX2-1,1.25225
930,SPAG1,1.25225
931,MAP4K2,1.25225
932,RETN,1.25225
933,ATP5SL,1.25225
934,PPP1CB,1.25225
935,OR3A2,1.25225
936,HOXB7,1.25225
937,KLHL35,1.25225
938,LRRN4CL,1.25225
939,AGR3,1.25225
940,CDK8,1.25225
941,PHACTR2,1.24456
942,CD70,1.24456
943,CCNB2,1.24456
944,MAGEA9B,1.24456
945,RBL2,1.24456
946,RAN,1.24456
947,ADAMTSL3,1.24456
948,PGF,1.24456
949,EID3,1.24456
950,MSH5,1.24456
951,LIMK1,1.24456
952,FANCC,1.24456
953,DDC,1.24456
954,LRRC34,1.24456
955,SLC25A52,1.24456
956,COPS5,1.24456
957,TRANK1,1.23701
958,CD37,1.23701
959,BHLHE41,1.23701
960,PDLIM2,1.23701
961,CCL13,1.23701
962,REST,1.23701
963,CASKIN2,1.23701
964,RAB8B,1.23701
965,LAMA3,1.23701
966,FGF20,1.23701
967,NGEF,1.23701
968,TBC1D12,1.23701
969,ZNF25,1.23701
970,AMER3,1.23701
971,CYBB,1.23701
972,ANKRD35,1.23701
973,CLK1,1.23701
974,MIA2,1.23701
975,NUPL2,1.23701
976,AKAP7,1.22958
977,TRIP4,1.22958
978,CBLL1,1.22958
979,SAP30L,1.22958
980,AUNIP,1.22958
981,SIAH2,1.22958
982,SCN5A,1.22958
983,SCAF1,1.22958
984,PTPRJ,1.22958
985,PRKX,1.22958
986,PIGF,1.22958
987,RNFT1,1.22958
988,ARHGAP4,1.22958
989,HOXD13,1.22958
990,EPHA10,1.22958
991,ADNP,1.22958
992,CCR3,1.22958
993,IL18BP,1.22958
994,STXBP5L,1.22228
995,HOPX,1.22228
996,RSPH3,1.22228
997,CA9,1.22228
998,TFAP2B,1.22228
999,ANKRD33B,1.22228
1000,CCDC71,1.22228
1001,PPIAL4G,1.22228
1002,PRKCB,1.22228
1003,SEMA4C,1.22228
1004,CCSER2,1.22228
1005,IKBKB,1.22228
1006,ONECUT1,1.22228
1007,GZMK,1.22228
1008,MYLPF,1.22228
1009,NXT1,1.22228
1010,OR8D2,1.22228
1011,CYP4X1,1.22228
1012,GABBR1,1.22228
1013,OR2T6,1.22228
1014,KDM4C,1.22228
1015,VWA3B,1.22228
1016,SPIN4,1.22228
1017,TAF1L,1.22228
1018,SCRG1,1.22228
1019,NOLC1,1.2151
1020,AKAP4,1.2151
1021,MARCO,1.2151
1022,CUL2,1.2151
1023,CARD11,1.2151
1024,XPC,1.2151
1025,SFMBT2,1.2151
1026,FAM214A,1.2151
1027,KIAA1551,1.2151
1028,LAX1,1.2151
1029,PLXNB1,1.2151
1030,ARHGAP5,1.2151
1031,HP,1.2151
1032,PTH2,1.2151
1033,SYT7,1.20804
1034,SLC20A1,1.20804
1035,BCL2L1,1.20804
1036,IL22RA1,1.20804
1037,C19ORF10,1.20804
1038,NCKAP5,1.20804
1039,HMX2,1.20804
1040,PSMC3IP,1.20804
1041,CCR5,1.20804
1042,LAMC3,1.20804
1043,FAM117A,1.20109
1044,BEST1,1.20109
1045,C5,1.20109
1046,BTC,1.20109
1047,MFSD1,1.20109
1048,RRAGC,1.20109
1049,NIPAL3,1.20109
1050,RAB20,1.20109
1051,VPS13C,1.20109
1052,ZNF639,1.20109
1053,SULT1C3,1.20109
1054,CD99,1.20109
1055,ZC3H6,1.20109
1056,CYP27C1,1.20109
1057,OR2K2,1.20109
1058,PNISR,1.20109
1059,PEG10,1.20109
1060,PPRC1,1.20109
1061,NID2,1.20109
1062,ARID3C,1.20109
1063,PRDM4,1.20109
1064,MYL12A,1.20109
1065,CEBPA,1.20109
1066,NET1,1.20109
1067,RABGAP1L,1.19425
1068,CBX4,1.19425
1069,PALB2,1.19425
1070,TGM2,1.19425
1071,TRAPPC11,1.19425
1072,PAX6,1.19425
1073,OPHN1,1.19425
1074,NPAT,1.19425
1075,ATF3,1.19425
1076,GLRA4,1.19425
1077,LCE2D,1.19425
1078,HOXA10,1.19425
1079,FAM126B,1.19425
1080,GLB1,1.19425
1081,PLEKHA6,1.19425
1082,CDK1,1.18752
1083,ZNF623,1.18752
1084,TRPC3,1.18752
1085,CCL5,1.18752
